ligand_type,r_max,var_rate,ratio
nag,50,3.515045556677177e-05,10
nag,50,0.0002013455068609,10
nag,50,0.0,10
nag,50,3.204579967736629e-05,10
nag,50,0.0,10
nag,50,5.200667362020171e-05,10
nag,50,2.8351075064688382e-05,10
nag,50,0.0001863744081948,10
nag,50,8.834313731669257e-05,10
nag,50,0.0001141784391991,10
nag,50,0.0,10
nag,50,8.525326242242176e-06,10
nag,50,0.0,10
nag,50,0.0,10
nag,50,0.000332158366808,10
nag,50,0.0001436550282411,10
nag,50,0.0003286112455657,10
nag,50,0.0,10
nag,50,5.177639407471322e-05,10
nag,50,2.6416001002459264e-05,10
nag,50,0.0002008607447223,10
nag,50,5.6562753497260366e-05,10
nag,50,2.2617723586037947e-05,10
nag,50,0.0001330609181927,10
nag,50,3.311365609722913e-06,10
nag,50,0.0003754265585024,10
nag,50,0.00038112682769,10
nag,50,3.886730135194212e-05,10
nag,50,1.872131456858439e-05,10
nag,50,0.0004803991079494,10
nag,50,2.692820892760055e-05,10
nag,50,5.588675100430409e-05,10
nag,50,3.330761989838939e-05,10
nag,50,8.531226443244363e-05,10
nag,50,5.524509342664969e-05,10
nag,50,1.1016010948096316e-05,10
nag,50,0.0,10
nag,50,2.3169939765887265e-05,10
nag,50,0.0005920173680888,10
nag,50,0.0004977160996074,10
nag,50,0.0,10
nag,50,0.0,10
nag,50,0.0001022613227957,10
nag,50,0.0,10
nag,50,1.603886143384468e-05,10
nag,50,3.4520079420155e-05,10
nag,50,1.009726028158684e-05,10
nag,50,0.0002716051099321,10
nag,50,9.886320885689847e-06,10
nag,50,0.0001967163074737,10
nag,50,1.1461252046110351e-05,10
nag,50,0.0001013514588772,10
nag,50,1.744886401528837e-05,10
nag,50,2.7834456805807985e-05,10
nag,50,9.150912359665547e-05,10
nag,50,0.0,10
nag,50,0.0002091860199711,10
nag,50,4.375460655178809e-05,10
nag,50,0.0002990856405384,10
nag,50,8.020986751137379e-05,10
nag,50,1.01349584207409e-05,10
nag,50,0.0,10
nag,50,0.0001223697291007,10
nag,50,1.191936980251352e-05,10
nag,50,0.0001475887865534,10
nag,50,0.0007050624327132,10
nag,50,2.299130315132556e-05,10
nag,50,4.896966466845054e-06,10
nag,50,0.0002096694372745,10
nag,50,0.0001766089665817,10
nag,50,9.189391319666586e-05,10
nag,50,0.0,10
nag,50,3.584594599141711e-05,10
nag,50,0.0002040398800895,10
nag,50,6.540112062144116e-05,10
nag,50,0.000312177586143,10
nag,50,0.0001245123625153,10
nag,50,0.0001215377763,10
nag,50,3.648217822950059e-05,10
nag,50,0.0001534939441677,10
nag,50,0.0002006004779119,10
nag,50,9.183964346826344e-05,10
nag,50,6.215140710558235e-05,10
nag,50,0.0002294329645224,10
nag,50,0.0001010016191146,10
nag,50,0.0,10
nag,50,0.0,10
nag,50,2.5189453927382697e-05,10
nag,50,0.0,10
nag,50,1.3806383955444874e-05,10
nag,50,6.415023897113784e-05,10
nag,50,5.13808933615985e-06,10
nag,50,3.0913265969216215e-05,10
nag,50,0.0001857500567724,10
nag,50,4.586583518258523e-05,10
nag,50,1.5444312618694552e-05,10
nag,50,7.21959817059892e-05,10
nag,50,8.969098309682063e-05,10
nag,50,4.20022577856036e-05,10
nag,50,8.82307018290062e-05,10
nag,50,1.245475404971223e-05,10
nag,50,0.0014926480787212,10
nag,50,8.958141850287642e-05,10
nag,50,1.0744222249766777e-05,10
